,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.isActive,away.venue.id,away.logo,away.conferenceId,away.alternateColor,status.type.altDetail,groups.id,groups.name,groups.shortName,groups.isConference,tournamentId,season
0,313462571,s:40~l:41~e:313462571~c:313462571,2011-12-13T01:00Z,1444,True,False,False,False,[],2011-12-13T01:00Z,0,N/A,1996,Frost Arena,Brookings,SD,6500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2571,s:40~l:41~t:2571,South Dakota State,Jackrabbits,SDST,South Dakota State Jackrabbits,South Dakota St,005DAB,c33139,True,1996,https://a.espncdn.com/i/teamlogos/ncaa/500/2571.png,49,512,s:40~l:41~t:512,Dakota State,Trojans,DAKO,Dakota State Trojans,Dakota St,000000,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/512.png,,,,,,,,,2012
0,313462545,s:40~l:41~e:313462545~c:313462545,2011-12-13T01:00Z,873,True,False,False,False,[],2011-12-13T01:00Z,0,N/A,2040,University Center (LA),Hammond,LA,7500.0,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2545,s:40~l:41~t:2545,SE Louisiana,Lions,SELA,SE Louisiana Lions,SE Louisiana,007550,dca008,True,2040,https://a.espncdn.com/i/teamlogos/ncaa/500/2545.png,25,2582,s:40~l:41~t:2582,Southern,Jaguars,SOU,Southern Jaguars,Southern,004B97,True,2210,https://a.espncdn.com/i/teamlogos/ncaa/500/2582.png,26,ffc82d,OT,,,,,,2012
0,313462433,s:40~l:41~e:313462433~c:313462433,2011-12-13T01:00Z,1164,True,False,False,False,[],2011-12-13T01:00Z,0,N/A,2061,Fant-Ewing Coliseum,Monroe,LA,7085.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2433,s:40~l:41~t:2433,UL Monroe,Warhawks,ULM,UL Monroe Warhawks,UL Monroe,231F20,b18445,True,2061,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,27,2447,s:40~l:41~t:2447,Nicholls,Colonels,NICH,Nicholls Colonels,Nicholls,C41230,True,2067,https://a.espncdn.com/i/teamlogos/ncaa/500/2447.png,25,f0f0f0,,,,,,,2012
0,313462031,s:40~l:41~e:313462031~c:313462031,2011-12-13T01:00Z,2557,True,False,False,False,[],2011-12-13T01:00Z,0,N/A,2180,Jack Stephens Center,Little Rock,AR,5600.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2031,s:40~l:41~t:2031,Little Rock,Trojans,UALR,Little Rock Trojans,Little Rock,AD0000,898d8f,True,2180,https://a.espncdn.com/i/teamlogos/ncaa/500/2031.png,27,198,s:40~l:41~t:198,Oral Roberts,Golden Eagles,ORU,Oral Roberts Golden Eagles,Oral Roberts,002955,True,1993,https://a.espncdn.com/i/teamlogos/ncaa/500/198.png,49,ccb48c,,,,,,,2012
0,313460309,s:40~l:41~e:313460309~c:313460309,2011-12-13T01:05Z,2969,True,False,False,False,[],2011-12-13T01:05Z,0,N/A,373,Cajundome,Lafayette,LA,11550.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,309,s:40~l:41~t:309,Louisiana,Ragin' Cajuns,ULL,Louisiana Ragin' Cajuns,Louisiana,ce2842,,True,373,https://a.espncdn.com/i/teamlogos/ncaa/500/309.png,27,2176,s:40~l:41~t:2176,Dillard,Blue Devils,DIL,Dillard Blue Devils,Dillard,000000,False,,,,,,,,,,,2012
0,313462483,s:40~l:41~e:313462483~c:313462483,2011-12-13T03:00Z,5712,True,False,False,False,[],2011-12-13T03:00Z,0,N/A,1977,Matthew Knight Arena,Eugene,OR,12364.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2483,s:40~l:41~t:2483,Oregon,Ducks,ORE,Oregon Ducks,Oregon,044520,fee123,True,1977,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,21,2502,s:40~l:41~t:2502,Portland State,Vikings,PRST,Portland State Vikings,Portland State,00311e,True,6020,https://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,5,ebebeb,,,,,,,2012
0,313470270,s:40~l:41~e:313470270~c:313470270,2011-12-14T01:00Z,10143,True,False,False,False,[],2011-12-14T01:00Z,0,N/A,1983,UW-Milwaukee Panther Arena,Milwaukee,WI,12700.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,270,s:40~l:41~t:270,Milwaukee,Panthers,MILW,Milwaukee Panthers,Milwaukee,000000,ffc20e,True,1983,https://a.espncdn.com/i/teamlogos/ncaa/500/270.png,45,275,s:40~l:41~t:275,Wisconsin,Badgers,WISC,Wisconsin Badgers,Wisconsin,A00002,True,348,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,7,f7f7f7,,,,,,,2012
0,313470344,s:40~l:41~e:313470344~c:313470344,2011-12-14T02:00Z,7390,True,False,False,False,[],2011-12-14T02:00Z,0,N/A,2095,Humphrey Coliseum,Starkville,MS,10575.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,344,s:40~l:41~t:344,Mississippi State,Bulldogs,MSST,Mississippi State Bulldogs,Mississippi St,762123,c8c8c8,True,2095,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,23,2226,s:40~l:41~t:2226,Florida Atlantic,Owls,FAU,Florida Atlantic Owls,FAU,004B85,True,2110,https://a.espncdn.com/i/teamlogos/ncaa/500/2226.png,27,bb2f4c,,,,,,,2012
0,313470130,s:40~l:41~e:313470130~c:313470130,2011-12-14T00:00Z,9005,True,False,False,False,[],2011-12-14T00:00Z,0,N/A,1986,Crisler Center,Ann Arbor,MI,12707.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,130,s:40~l:41~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,00274c,True,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,2029,s:40~l:41~t:2029,Arkansas-Pine Bluff,Golden Lions,UAPB,Arkansas-Pine Bluff Golden Lions,Ark-Pine Bluff,e0aa0f,True,2105,https://a.espncdn.com/i/teamlogos/ncaa/500/2029.png,26,eaaa00,,,,,,,2012
0,313472870,s:40~l:41~e:313472870~c:313472870,2011-12-14T00:00Z,1232,True,False,False,False,[],2011-12-14T00:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2870,s:40~l:41~t:2870,Purdue Fort Wayne,Mastodons,PFW,Purdue Fort Wayne Mastodons,Purdue FW,00378A,f0f0f0,True,684,https://a.espncdn.com/i/teamlogos/ncaa/500/2870.png,49,159,s:40~l:41~t:159,Dartmouth,Big Green,DART,Dartmouth Big Green,Dartmouth,005730,True,2004,https://a.espncdn.com/i/teamlogos/ncaa/500/159.png,12,000000,,,,,,,2012
0,313472579,s:40~l:41~e:313472579~c:313472579,2011-12-14T00:00Z,7003,True,False,False,False,[],2011-12-14T00:00Z,0,N/A,1962,Colonial Life Arena,Columbia,SC,18000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,670010,000000,True,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,2506,s:40~l:41~t:2506,Presbyterian,Blue Hose,PRES,Presbyterian Blue Hose,Presbyterian,194896,True,2046,https://a.espncdn.com/i/teamlogos/ncaa/500/2506.png,6,990134,,,,,,,2012
0,313472473,s:40~l:41~e:313472473~c:313472473,2011-12-14T00:00Z,2015,True,False,False,False,[],2011-12-14T00:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2473,s:40~l:41~t:2473,Oakland,Golden Grizzlies,OAK,Oakland Golden Grizzlies,Oakland,04091c,927e4d,True,2178,https://a.espncdn.com/i/teamlogos/ncaa/500/2473.png,49,2947,s:40~l:41~t:2947,Rochester College,Warriors,RC,Rochester College Warriors,Rochester,000000,False,,,,,,,,,,,2012
0,313472116,s:40~l:41~e:313472116~c:313472116,2011-12-14T00:00Z,4300,True,False,False,False,[],2011-12-14T00:00Z,0,N/A,2074,CFE Federal Credit Union Arena,Orlando,FL,5100.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2116,s:40~l:41~t:2116,UCF,Knights,UCF,UCF Knights,UCF,000000,231f20,True,4484,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,11,2448,s:40~l:41~t:2448,North Carolina A&T,Aggies,NCAT,North Carolina A&T Aggies,NC A&T,0505aa,True,2066,https://a.espncdn.com/i/teamlogos/ncaa/500/2448.png,16,004684,,,,,,,2012
0,313470315,s:40~l:41~e:313470315~c:313470315,2011-12-14T00:00Z,1248,True,False,False,False,[],2011-12-14T00:00Z,0,N/A,2177,Gallagher Center,Niagara Falls,NY,2400.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,315,s:40~l:41~t:315,Niagara,Purple Eagles,NIAG,Niagara Purple Eagles,Niagara,69207E,f0f0f0,True,2177,https://a.espncdn.com/i/teamlogos/ncaa/500/315.png,13,2182,s:40~l:41~t:2182,Drexel,Dragons,DREX,Drexel Dragons,Drexel,020260,True,1903,https://a.espncdn.com/i/teamlogos/ncaa/500/2182.png,10,ffd65a,,,,,,,2012
0,313470236,s:40~l:41~e:313470236~c:313470236,2011-12-14T00:00Z,2155,True,False,False,False,[],2011-12-14T00:00Z,0,N/A,2146,McKenzie Arena,Chattanooga,TN,10995.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,236,s:40~l:41~t:236,Chattanooga,Mocs,UTC,Chattanooga Mocs,Chattanooga,00386b,dca71d,True,2146,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,24,2589,s:40~l:41~t:2589,Spalding,Pelicans,SPAL,Spalding Pelicans,Spalding,,False,,,,,,,,,,,2012
0,313470222,s:40~l:41~e:313470222~c:313470222,2011-12-14T00:00Z,8313,True,False,False,False,[],2011-12-14T00:00Z,0,N/A,1845,Wells Fargo Center,Philadelphia,PA,20155.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,222,s:40~l:41~t:222,Villanova,Wildcats,VILL,Villanova Wildcats,Villanova,123d7C,f0f0f0,True,1969,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,4,104,s:40~l:41~t:104,Boston University,Terriers,BU,Boston University Terriers,Boston U,cc0000,True,1999,https://a.espncdn.com/i/teamlogos/ncaa/500/104.png,1,ffffff,,,,,,,2012
0,313472739,s:40~l:41~e:313472739~c:313472739,2011-12-14T01:00Z,2121,True,False,False,False,[],2011-12-14T01:00Z,0,N/A,522,Resch Center,Ashwaubenon,WI,10500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2739,s:40~l:41~t:2739,Green Bay,Phoenix,GB,Green Bay Phoenix,Green Bay,006633,b21038,True,522,https://a.espncdn.com/i/teamlogos/ncaa/500/2739.png,45,2392,s:40~l:41~t:2392,Michigan Tech,Huskies,MTU,Michigan Tech Huskies,Mich Tech,000000,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/2392.png,,,,,,,,,2012
0,313472630,s:40~l:41~e:313472630~c:313472630,2011-12-14T01:00Z,1008,True,False,True,False,[],2011-12-14T01:00Z,0,N/A,2043,Skyhawk Arena,Martin,TN,4300.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2630,s:40~l:41~t:2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,102a5c,True,2043,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,20,2064,s:40~l:41~t:2064,Bethel (TN),Wildcats,BTH,Bethel (TN) Wildcats,Bethel (TN),000000,False,,https://a.espncdn.com/i/teamlogos/ncaa/500/2064.png,,,,,,,,,2012
0,313472393,s:40~l:41~e:313472393~c:313472393,2011-12-14T01:00Z,6095,True,False,False,False,[],2011-12-14T01:00Z,0,N/A,1897,Murphy Athletic Center,Murfreesboro,TN,11520.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2393,s:40~l:41~t:2393,Middle Tennessee,Blue Raiders,MTU,Middle Tennessee Blue Raiders,Middle Tenn,0079C2,c3c5c8,True,1897,https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png,27,2057,s:40~l:41~t:2057,Belmont,Bruins,BEL,Belmont Bruins,Belmont,182142,True,2098,https://a.espncdn.com/i/teamlogos/ncaa/500/2057.png,46,c9262d,,,,,,,2012
0,313472016,s:40~l:41~e:313472016~c:313472016,2011-12-14T01:00Z,500,True,False,False,False,[],2011-12-14T01:00Z,0,N/A,2072,Davey L. Whitney Complex,Lorman,MS,7000.0,True,0.0,0:00,4,3,STATUS_FINAL,post,True,Final,Final/2OT,Final/2OT,2016,s:40~l:41~t:2016,Alcorn State,Braves,ALCN,Alcorn State Braves,Alcorn State,4b0058,46166a,True,2072,https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png,26,3179,s:40~l:41~t:3179,Point,Skyhawks,POI,Point Skyhawks,Point,,False,,,,,2OT,,,,,,2012
0,313470251,s:40~l:41~e:313470251~c:313470251,2011-12-14T01:00Z,9135,True,False,False,False,[],2011-12-14T01:00Z,0,N/A,2195,Frank Erwin Center,Austin,TX,16540.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,251,s:40~l:41~t:251,Texas,Longhorns,TEX,Texas Longhorns,Texas,EE7524,f0f0f0,True,2195,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,8,2447,s:40~l:41~t:2447,Nicholls,Colonels,NICH,Nicholls Colonels,Nicholls,C41230,True,2067,https://a.espncdn.com/i/teamlogos/ncaa/500/2447.png,25,f0f0f0,,,,,,,2012
0,313472751,s:40~l:41~e:313472751~c:313472751,2011-12-14T02:00Z,4084,True,False,False,False,[],2011-12-14T02:00Z,0,N/A,2053,Arena Auditorium,Laramie,WY,11445.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2751,s:40~l:41~t:2751,Wyoming,Cowboys,WYO,Wyoming Cowboys,Wyoming,533B22,ffffff,True,2053,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,44,300,s:40~l:41~t:300,UC Irvine,Anteaters,UCI,UC Irvine Anteaters,UC Irvine,002B5C,True,469,https://a.espncdn.com/i/teamlogos/ncaa/500/300.png,9,fec52e,,,,,,,2012
0,313470301,s:40~l:41~e:313470301~c:313470301,2011-12-14T02:00Z,1720,True,False,False,False,[],2011-12-14T02:00Z,0,N/A,501,Jenny Craig Pavilion,San Diego,CA,5100.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,301,s:40~l:41~t:301,San Diego,Toreros,USD,San Diego Toreros,San Diego,2f99d4,2f99d4,True,501,https://a.espncdn.com/i/teamlogos/ncaa/500/301.png,29,2540,s:40~l:41~t:2540,UC Santa Barbara,Gauchos,UCSB,UC Santa Barbara Gauchos,UCSB,1D1160,True,470,https://a.espncdn.com/i/teamlogos/ncaa/500/2540.png,9,fdb813,,,,,,,2012
0,313470135,s:40~l:41~e:313470135~c:313470135,2011-12-14T02:00Z,10290,True,False,False,False,[],2011-12-14T02:00Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,135,s:40~l:41~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,981a31,True,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,2117,s:40~l:41~t:2117,Central Michigan,Chippewas,CMU,Central Michigan Chippewas,Cent Michigan,6a0032,True,2087,https://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,14,ffffff,,,,,,,2012
0,313472608,s:40~l:41~e:313472608~c:313472608,2011-12-14T03:00Z,2401,True,False,False,False,[],2011-12-14T03:00Z,0,N/A,488,University Credit Union Pavilion,Moraga,CA,3500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2608,s:40~l:41~t:2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,003768,d02f35,True,488,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,29,2296,s:40~l:41~t:2296,Jackson State,Tigers,JKST,Jackson State Tigers,Jackson State,123297,True,1945,https://a.espncdn.com/i/teamlogos/ncaa/500/2296.png,26,b5b7ba,,,,,,,2012
0,313472541,s:40~l:41~e:313472541~c:313472541,2011-12-14T03:00Z,1325,True,False,False,False,[],2011-12-14T03:00Z,0,N/A,544,Leavey Center,Santa Clara,CA,4700.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2541,s:40~l:41~t:2541,Santa Clara,Broncos,SCU,Santa Clara Broncos,Santa Clara,690b0b,101010,True,544,https://a.espncdn.com/i/teamlogos/ncaa/500/2541.png,29,3184,s:40~l:41~t:3184,Pacifica College,Gladiators,PFC,Pacifica College Gladiators,Pacifica College,,False,,,,,,,,,,,2012
0,313470204,s:40~l:41~e:313470204~c:313470204,2011-12-14T03:00Z,3477,True,False,False,False,[],2011-12-14T03:00Z,0,N/A,506,Gill Coliseum,Corvallis,OR,9604.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,204,s:40~l:41~t:204,Oregon State,Beavers,ORST,Oregon State Beavers,Oregon State,c34500,dea076,True,506,https://a.espncdn.com/i/teamlogos/ncaa/500/204.png,21,82,s:40~l:41~t:82,UIC,Flames,UIC,UIC Flames,UIC,234077,True,1895,https://a.espncdn.com/i/teamlogos/ncaa/500/82.png,45,c30031,,,,,,,2012
0,313480194,s:40~l:41~e:313480194~c:313480194,2011-12-15T00:30Z,13552,True,False,False,False,[],2011-12-15T00:30Z,0,N/A,317,Value City Arena,Columbus,OH,19500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,194,s:40~l:41~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,de3129,666666,True,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,2908,s:40~l:41~t:2908,South Carolina Upstate,Spartans,SCUP,South Carolina Upstate Spartans,SC Upstate,008545,True,2070,https://a.espncdn.com/i/teamlogos/ncaa/500/2908.png,46,000000,,,,,,,2012
0,313480239,s:40~l:41~e:313480239~c:313480239,2011-12-15T01:00Z,8838,True,False,False,False,[],2011-12-15T01:00Z,0,N/A,1049,Ferrell Center,Waco,TX,10284.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,239,s:40~l:41~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,ffb81c,True,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,2065,s:40~l:41~t:2065,Bethune-Cookman,Wildcats,BCU,Bethune-Cookman Wildcats,Bethune-Cookman,7b1831,True,2073,https://a.espncdn.com/i/teamlogos/ncaa/500/2065.png,16,e9aa12,,,,,,,2012
0,313480257,s:40~l:41~e:313480257~c:313480257,2011-12-14T20:00Z,4217,True,False,False,False,[],2011-12-14T20:00Z,0,N/A,2068,Robins Stadium,Richmond,VA,9171.0,False,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,257,s:40~l:41~t:257,Richmond,Spiders,RICH,Richmond Spiders,Richmond,9e0712,b90b2e,True,4486,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,3,314,s:40~l:41~t:314,Iona,Gaels,IONA,Iona Gaels,Iona,8c001a,True,2001,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png,13,f6a704,,,,,,,2012
0,313482750,s:40~l:41~e:313482750~c:313482750,2011-12-15T00:00Z,5977,True,False,False,False,[],2011-12-15T00:00Z,0,N/A,192,Nutter Center,Dayton,OH,8000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2750,s:40~l:41~t:2750,Wright State,Raiders,WRST,Wright State Raiders,Wright State,E9AF10,e2b629,True,192,https://a.espncdn.com/i/teamlogos/ncaa/500/2750.png,45,2132,s:40~l:41~t:2132,Cincinnati,Bearcats,CIN,Cincinnati Bearcats,Cincinnati,000000,True,201,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,4,717073,,,,,,,2012
0,313482520,s:40~l:41~e:313482520~c:313482520,2011-12-15T00:00Z,1650,True,False,False,False,[],2011-12-15T00:00Z,0,N/A,1944,Alumni Gymnasium (Rider),Lawrenceville,NJ,1650.0,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2520,s:40~l:41~t:2520,Rider,Broncs,RID,Rider Broncs,Rider,a80532,ebebeb,True,1944,https://a.espncdn.com/i/teamlogos/ncaa/500/2520.png,13,163,s:40~l:41~t:163,Princeton,Tigers,PRIN,Princeton Tigers,Princeton,ff9408,True,1900,https://a.espncdn.com/i/teamlogos/ncaa/500/163.png,12,080808,OT,,,,,,2012
0,313482450,s:40~l:41~e:313482450~c:313482450,2011-12-15T00:00Z,504,True,False,False,False,[],2011-12-15T00:00Z,0,N/A,1989,Joseph G. Echols Hall,Norfolk,VA,4500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2450,s:40~l:41~t:2450,Norfolk St,Spartans,NORF,Norfolk St Spartans,Norfolk State,046546,,True,1989,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,16,112358,s:40~l:41~t:112358,Long Island University,Sharks,LIU,Long Island University Sharks,Long Island,50c9f7,True,2140,https://a.espncdn.com/i/teamlogos/ncaa/500/112358.png,19,ffbf00,,,,,,,2012
0,313482378,s:40~l:41~e:313482378~c:313482378,2011-12-15T00:00Z,1733,True,False,False,False,[],2011-12-15T00:00Z,0,N/A,2050,RAC Arena,Baltimore,MD,4024.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2378,s:40~l:41~t:2378,UMBC,Retrievers,UMBC,UMBC Retrievers,UMBC,000000,ad860a,True,6008,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,1,2415,s:40~l:41~t:2415,Morgan St,Bears,MORG,Morgan St Bears,Morgan State,014786,True,2021,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,16,f47937,,,,,,,2012
0,313480195,s:40~l:41~e:313480195~c:313480195,2011-12-15T00:00Z,8672,True,False,False,False,[],2011-12-15T00:00Z,0,N/A,2135,Convocation Center (OH),Athens,OH,13000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,195,s:40~l:41~t:195,Ohio,Bobcats,OHIO,Ohio Bobcats,Ohio,295A29,e4bb85,True,2135,https://a.espncdn.com/i/teamlogos/ncaa/500/195.png,14,317,s:40~l:41~t:317,Marietta,Pioneers,MAR,Marietta Pioneers,Marietta,000000,False,,,,,,,,,,,2012
0,313480145,s:40~l:41~e:313480145~c:313480145,2011-12-15T00:00Z,4857,True,False,False,False,[],2011-12-15T00:00Z,0,N/A,1941,C. M. Tad Smith Coliseum,Oxford,MS,9500.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,145,s:40~l:41~t:145,Ole Miss,Rebels,MISS,Ole Miss Rebels,Ole Miss,001148,00205b,True,5168,https://a.espncdn.com/i/teamlogos/ncaa/500/145.png,23,309,s:40~l:41~t:309,Louisiana,Ragin' Cajuns,ULL,Louisiana Ragin' Cajuns,Louisiana,ce2842,True,373,https://a.espncdn.com/i/teamlogos/ncaa/500/309.png,27,,,,,,,,2012
0,313482643,s:40~l:41~e:313482643~c:313482643,2011-12-15T00:05Z,1129,True,False,False,False,[],2011-12-15T00:05Z,0,N/A,2154,McAlister Field House,Charleston,SC,6000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2643,s:40~l:41~t:2643,The Citadel,Bulldogs,CIT,The Citadel Bulldogs,The Citadel,002b5c,f0f0f0,True,2154,https://a.espncdn.com/i/teamlogos/ncaa/500/2643.png,24,2127,s:40~l:41~t:2127,Charleston Southern,Buccaneers,CHSO,Charleston Southern Buccaneers,Charleston So,2e3192,True,2187,https://a.espncdn.com/i/teamlogos/ncaa/500/2127.png,6,ded090,,,,,,,2012
0,313482154,s:40~l:41~e:313482154~c:313482154,2011-12-15T00:30Z,1179,True,False,False,False,[],2011-12-15T00:30Z,0,N/A,,,,,,,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2154,s:40~l:41~t:2154,Coppin State,Eagles,COPP,Coppin State Eagles,Coppin State,2e3192,ffd204,True,2164,https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png,16,119,s:40~l:41~t:119,Towson,Tigers,TOW,Towson Tigers,Towson,FFC229,True,4603,https://a.espncdn.com/i/teamlogos/ncaa/500/119.png,10,,,,,,,,2012
0,313480120,s:40~l:41~e:313480120~c:313480120,2011-12-15T00:30Z,11679,True,False,False,False,[],2011-12-15T00:30Z,0,N/A,2133,XFINITY Center,College Park,MD,17950.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,120,s:40~l:41~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,True,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,2229,s:40~l:41~t:2229,Florida International,Panthers,FIU,Florida International Panthers,Florida Int'l,091731,True,2216,https://a.espncdn.com/i/teamlogos/ncaa/500/2229.png,27,c5960c,,,,,,,2012
0,313482348,s:40~l:41~e:313482348~c:313482348,2011-12-15T01:00Z,2426,True,False,False,False,[],2011-12-15T01:00Z,0,N/A,1982,Thomas Assembly Center,Ruston,LA,8000.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2348,s:40~l:41~t:2348,Louisiana Tech,Bulldogs,LT,Louisiana Tech Bulldogs,Louisiana Tech,002d65,d3313a,True,1982,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,30,2377,s:40~l:41~t:2377,McNeese,Cowboys,MCNS,McNeese Cowboys,McNeese,00529C,True,2063,https://a.espncdn.com/i/teamlogos/ncaa/500/2377.png,25,,,,,,,,2012
0,313482320,s:40~l:41~e:313482320~c:313482320,2011-12-15T01:00Z,2248,True,False,True,False,[],2011-12-15T01:00Z,0,N/A,1896,Montagne Center,Beaumont,TX,10080.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2320,s:40~l:41~t:2320,Lamar,Cardinals,LAM,Lamar Cardinals,Lamar,000000,ebebeb,True,1896,https://a.espncdn.com/i/teamlogos/ncaa/500/2320.png,25,2281,s:40~l:41~t:2281,Huston-Tillotson,Rams,HUS,Huston-Tillotson Rams,Hus-Till,000000,False,,,,,,,,,,,2012
0,313480242,s:40~l:41~e:313480242~c:313480242,2011-12-15T01:00Z,603,True,False,False,False,[],2011-12-15T01:00Z,0,N/A,1902,Tudor Fieldhouse,Houston,TX,5208.0,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,242,s:40~l:41~t:242,Rice,Owls,RICE,Rice Owls,Rice,003D7D,d1d5d8,True,1902,https://a.espncdn.com/i/teamlogos/ncaa/500/242.png,11,2347,s:40~l:41~t:2347,Louisiana College,Wildcats,LA,Louisiana College Wildcats,LA Coll,000000,False,,,,,,,,,,,2012
