,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,away.conferenceId,groups.id,groups.name,groups.shortName,groups.isConference,status.type.altDetail,tournamentId,season
0,401172489,s:40~l:41~e:401172489~c:401172489,2019-12-07T18:00Z,1925,True,False,False,False,[],2019-12-07T18:00Z,0,N/A,2005,Calihan Hall,Detroit,MI,8295,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2174,s:40~l:41~t:2174,Detroit Mercy,Titans,DET,Detroit Mercy Titans,Detroit Mercy,165b9e,d31733,True,2005,https://a.espncdn.com/i/teamlogos/ncaa/500/2174.png,45,2199,s:40~l:41~t:2199,Eastern Michigan,Eagles,EMU,Eastern Michigan Eagles,E Michigan,00331b,f0f0f0,True,2109,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,14,,,,,,,2020
0,401172299,s:40~l:41~e:401172299~c:401172299,2019-12-07T18:00Z,994,True,False,False,False,[],2019-12-07T18:00Z,0,N/A,1913,Newman Arena,Ithaca,NY,4473,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,172,s:40~l:41~t:172,Cornell,Big Red,COR,Cornell Big Red,Cornell,d60027,101010,True,1913,https://a.espncdn.com/i/teamlogos/ncaa/500/172.png,12,322,s:40~l:41~t:322,Lafayette,Leopards,LAF,Lafayette Leopards,Lafayette,790000,a59474,True,2132,https://a.espncdn.com/i/teamlogos/ncaa/500/322.png,22,,,,,,,2020
0,401172239,s:40~l:41~e:401172239~c:401172239,2019-12-07T18:00Z,532,True,False,False,False,[],2019-12-07T18:00Z,0,N/A,2186,Christl Arena,West Point,NY,5043,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,349,s:40~l:41~t:349,Army,Black Knights,ARMY,Army Black Knights,Army,ce9c00,231f20,True,2186,https://a.espncdn.com/i/teamlogos/ncaa/500/349.png,22,112358,s:40~l:41~t:112358,Long Island University,Sharks,LIU,Long Island University Sharks,Long Island,50c9f7,ffbf00,True,2140,https://a.espncdn.com/i/teamlogos/ncaa/500/112358.png,19,,,,,,,2020
0,401170935,s:40~l:41~e:401170935~c:401170935,2019-12-07T18:00Z,443,True,False,False,False,[],2019-12-07T18:00Z,0,N/A,4485,Costello Athletic Center,Lowell,MA,2100,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2349,s:40~l:41~t:2349,UMass Lowell,River Hawks,UML,UMass Lowell River Hawks,UMass Lowell,00529C,cf1f2f,True,4485,https://a.espncdn.com/i/teamlogos/ncaa/500/2349.png,1,2597,s:40~l:41~t:2597,St. Francis (BKN),Terriers,SFBK,St. Francis (BKN) Terriers,St. Fran. (BKN),113682,,True,4941,https://a.espncdn.com/i/teamlogos/ncaa/500/2597.png,19,,,,,,,2020
0,401170892,s:40~l:41~e:401170892~c:401170892,2019-12-07T18:00Z,1107,True,False,False,False,[],2019-12-07T18:00Z,0,N/A,2144,William H. Detrick Gymnasium,New Britain,CT,2654,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2115,s:40~l:41~t:2115,Central Connecticut,Blue Devils,CCSU,Central Connecticut Blue Devils,Cent Conn St,1B49A2,d1d5d8,True,2144,https://a.espncdn.com/i/teamlogos/ncaa/500/2115.png,19,311,s:40~l:41~t:311,Maine,Black Bears,ME,Maine Black Bears,Maine,127dbe,,True,4605,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,1,,,,,,,2020
0,401170405,s:40~l:41~e:401170405~c:401170405,2019-12-07T18:00Z,2412,True,False,False,False,[],2019-12-07T18:00Z,0,N/A,1970,Cameron Hall,Lexington,VA,5029,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2678,s:40~l:41~t:2678,VMI,Keydets,VMI,VMI Keydets,VMI,E52D37,eec52b,True,1970,https://a.espncdn.com/i/teamlogos/ncaa/500/2678.png,24,56,s:40~l:41~t:56,Stetson,Hatters,STET,Stetson Hatters,Stetson,0a5640,56854e,True,2080,https://a.espncdn.com/i/teamlogos/ncaa/500/56.png,46,,,,,,,2020
0,401170404,s:40~l:41~e:401170404~c:401170404,2019-12-07T18:00Z,1202,True,False,False,False,[],2019-12-07T18:00Z,0,N/A,2015,KSU Convocation Center,Kennesaw,GA,3866,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,338,s:40~l:41~t:338,Kennesaw State,Owls,KENN,Kennesaw State Owls,Kennesaw State,000000,fdbb30,True,2015,https://a.espncdn.com/i/teamlogos/ncaa/500/338.png,46,2229,s:40~l:41~t:2229,Florida International,Panthers,FIU,Florida International Panthers,Florida Int'l,091731,c5960c,True,2216,https://a.espncdn.com/i/teamlogos/ncaa/500/2229.png,11,,,,,,,2020
0,401170161,s:40~l:41~e:401170161~c:401170161,2019-12-07T18:00Z,0,True,False,False,False,[],2019-12-07T18:00Z,0,N/A,2209,Lavietes Pavilion,Cambridge,MA,1636,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,108,s:40~l:41~t:108,Harvard,Crimson,HARV,Harvard Crimson,Harvard,990000,dbdbdb,True,2209,https://a.espncdn.com/i/teamlogos/ncaa/500/108.png,12,113,s:40~l:41~t:113,UMass,Minutemen,MASS,UMass Minutemen,UMass,880007,,True,1984,https://a.espncdn.com/i/teamlogos/ncaa/500/113.png,3,,,,,,,2020
0,401173689,s:40~l:41~e:401173689~c:401173689,2019-12-07T19:00Z,1715,True,False,True,False,[],2019-12-07T19:00Z,0,N/A,2014,Clune Arena,Colorado Springs,CO,5858,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2005,s:40~l:41~t:2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,True,2014,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,44,2440,s:40~l:41~t:2440,Nevada,Wolf Pack,NEV,Nevada Wolf Pack,Nevada,153E5F,8e9295,True,461,https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png,44,44,Mountain West Conference,Mountain West,True,,,2020
0,401184943,s:40~l:41~e:401184943~c:401184943,2019-12-08T21:00Z,14629,True,False,True,False,[],2019-12-08T21:00Z,0,N/A,1927,John Paul Jones Arena,Charlottesville,VA,14593,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,258,s:40~l:41~t:258,Virginia,Cavaliers,UVA,Virginia Cavaliers,Virginia,f84c1e,ffffff,True,1927,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,2,153,s:40~l:41~t:153,North Carolina,Tar Heels,UNC,North Carolina Tar Heels,North Carolina,99bfe5,13294b,True,207,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,2,2,Atlantic Coast Conference,ACC,True,,,2020
0,401170617,s:40~l:41~e:401170617~c:401170617,2019-12-09T00:00Z,9268,True,False,False,False,[],2019-12-09T00:00Z,0,N/A,782,Alaska Airlines Arena,Seattle,WA,9268,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,264,s:40~l:41~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,2B2F64,e8e3d3,True,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,2250,s:40~l:41~t:2250,Gonzaga,Bulldogs,GONZ,Gonzaga Bulldogs,Gonzaga,002967,cfd4d8,True,1979,https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png,29,,,,,,,2020
0,401166107,s:40~l:41~e:401166107~c:401166107,2019-12-09T00:00Z,14797,True,False,True,False,[],2019-12-09T00:00Z,0,N/A,1987,Breslin Center,East Lansing,MI,14759,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,127,s:40~l:41~t:127,Michigan State,Spartans,MSU,Michigan State Spartans,Michigan State,18453B,ffffff,True,1987,https://a.espncdn.com/i/teamlogos/ncaa/500/127.png,7,164,s:40~l:41~t:164,Rutgers,Scarlet Knights,RUTG,Rutgers Scarlet Knights,Rutgers,d21034,ffffff,True,2008,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,7,7,Big Ten Conference,Big Ten,True,,,2020
0,401168446,s:40~l:41~e:401168446~c:401168446,2019-12-09T02:00Z,14269,True,False,False,False,[],2019-12-09T02:00Z,0,N/A,432,James H. Hilton Coliseum,Ames,IA,14356,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,66,s:40~l:41~t:66,Iowa State,Cyclones,ISU,Iowa State Cyclones,Iowa State,660015,830b2c,True,432,https://a.espncdn.com/i/teamlogos/ncaa/500/66.png,8,2550,s:40~l:41~t:2550,Seton Hall,Pirates,HALL,Seton Hall Pirates,Seton Hall,0857B1,8a8d8f,True,1826,https://a.espncdn.com/i/teamlogos/ncaa/500/2550.png,4,,,,,,,2020
0,401168520,s:40~l:41~e:401168520~c:401168520,2019-12-08T19:00Z,7834,True,False,True,False,[],2019-12-08T19:00Z,0,N/A,1952,Donald L. Tucker Center,Tallahassee,FL,11500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,52,s:40~l:41~t:52,Florida State,Seminoles,FSU,Florida State Seminoles,Florida State,782F40,ceb888,True,1952,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,2,228,s:40~l:41~t:228,Clemson,Tigers,CLEM,Clemson Tigers,Clemson,F66733,522d80,True,1912,https://a.espncdn.com/i/teamlogos/ncaa/500/228.png,2,2,Atlantic Coast Conference,ACC,True,,,2020
0,401170088,s:40~l:41~e:401170088~c:401170088,2019-12-08T21:00Z,3563,True,True,False,False,"[{'type': 'event', 'headline': 'AIR FORCE RESERVE JERRY COLANGELO CLASSIC'}]",2019-12-08T21:00Z,0,N/A,1949,Talking Stick Resort Arena,Phoenix,AZ,18055,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2608,s:40~l:41~t:2608,Saint Mary's,Gaels,SMC,Saint Mary's Gaels,Saint Mary's,003768,d02f35,True,488,https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png,29,2168,s:40~l:41~t:2168,Dayton,Flyers,DAY,Dayton Flyers,Dayton,004B8D,ffffff,True,2039,https://a.espncdn.com/i/teamlogos/ncaa/500/2168.png,3,,,,,,,2020
0,401169459,s:40~l:41~e:401169459~c:401169459,2019-12-08T17:00Z,11164,True,False,False,False,[],2019-12-08T17:00Z,0,N/A,1962,Colonial Life Arena,Columbia,SC,18000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2579,s:40~l:41~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,670010,000000,True,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,248,s:40~l:41~t:248,Houston,Cougars,HOU,Houston Cougars,Houston,C90822,231f20,True,2126,https://a.espncdn.com/i/teamlogos/ncaa/500/248.png,62,,,,,,,2020
0,401175353,s:40~l:41~e:401175353~c:401175353,2019-12-08T18:00Z,2223,True,False,False,False,[],2019-12-08T18:00Z,0,N/A,2146,McKenzie Arena,Chattanooga,TN,10995,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,236,s:40~l:41~t:236,Chattanooga,Mocs,UTC,Chattanooga Mocs,Chattanooga,00386b,dca71d,True,2146,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,24,2632,s:40~l:41~t:2632,Tennessee Wesleyan,Bulldogs,TWC,Tennessee Wesleyan Bulldogs,Tenn Wesleyan,000000,,False,,,,,,,,,,2020
0,401172051,s:40~l:41~e:401172051~c:401172051,2019-12-08T18:00Z,1276,True,False,False,False,[],2019-12-08T18:00Z,0,N/A,2177,Gallagher Center,Niagara Falls,NY,2400,True,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,315,s:40~l:41~t:315,Niagara,Purple Eagles,NIAG,Niagara Purple Eagles,Niagara,69207E,f0f0f0,True,2177,https://a.espncdn.com/i/teamlogos/ncaa/500/315.png,13,2142,s:40~l:41~t:2142,Colgate,Raiders,COLG,Colgate Raiders,Colgate,8B011D,231f20,True,2188,https://a.espncdn.com/i/teamlogos/ncaa/500/2142.png,22,,,,,OT,,2020
0,401170035,s:40~l:41~e:401170035~c:401170035,2019-12-08T18:30Z,1050,True,True,False,False,"[{'type': 'event', 'headline': 'AIR FORCE RESERVE JERRY COLANGELO CLASSIC'}]",2019-12-08T18:30Z,0,N/A,1949,Talking Stick Resort Arena,Phoenix,AZ,18055,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2655,s:40~l:41~t:2655,Tulane,Green Wave,TULN,Tulane Green Wave,Tulane,005837,3baf29,True,2048,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,62,139,s:40~l:41~t:139,Saint Louis,Billikens,SLU,Saint Louis Billikens,Saint Louis,00539C,ebebeb,True,1947,https://a.espncdn.com/i/teamlogos/ncaa/500/139.png,3,,,,,,,2020
0,401173847,s:40~l:41~e:401173847~c:401173847,2019-12-08T19:00Z,1510,True,False,False,False,[],2019-12-08T19:00Z,0,N/A,2166,Timmons Arena,Greenville,SC,2500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,231,s:40~l:41~t:231,Furman,Paladins,FUR,Furman Paladins,Furman,4A2184,909090,True,2166,https://a.espncdn.com/i/teamlogos/ncaa/500/231.png,24,2908,s:40~l:41~t:2908,South Carolina Upstate,Spartans,SCUP,South Carolina Upstate Spartans,SC Upstate,008545,000000,True,2070,https://a.espncdn.com/i/teamlogos/ncaa/500/2908.png,6,,,,,,,2020
0,401172762,s:40~l:41~e:401172762~c:401172762,2019-12-08T19:00Z,3402,True,False,False,False,[],2019-12-08T19:00Z,0,N/A,2135,Convocation Center (OH),Athens,OH,13000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,195,s:40~l:41~t:195,Ohio,Bobcats,OHIO,Ohio Bobcats,Ohio,295A29,e4bb85,True,2135,https://a.espncdn.com/i/teamlogos/ncaa/500/195.png,14,2635,s:40~l:41~t:2635,Tennessee Tech,Golden Eagles,TNTC,Tennessee Tech Golden Eagles,Tennessee Tech,5A4099,ffde00,True,2152,https://a.espncdn.com/i/teamlogos/ncaa/500/2635.png,20,,,,,,,2020
0,401172616,s:40~l:41~e:401172616~c:401172616,2019-12-08T19:00Z,3887,True,False,False,False,[],2019-12-08T19:00Z,0,N/A,2116,Savage Arena,Toledo,OH,7014,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2649,s:40~l:41~t:2649,Toledo,Rockets,TOL,Toledo Rockets,Toledo,ffffff,ffd51d,True,2116,https://a.espncdn.com/i/teamlogos/ncaa/500/2649.png,14,276,s:40~l:41~t:276,Marshall,Thundering Herd,MRSH,Marshall Thundering Herd,Marshall,186329,be854c,True,1935,https://a.espncdn.com/i/teamlogos/ncaa/500/276.png,11,,,,,,,2020
0,401172615,s:40~l:41~e:401172615~c:401172615,2019-12-08T19:00Z,2036,True,False,False,False,[],2019-12-08T19:00Z,0,N/A,2203,James A. Rhodes Arena,Akron,OH,5500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2006,s:40~l:41~t:2006,Akron,Zips,AKR,Akron Zips,Akron,00285e,84754e,True,2203,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,14,2582,s:40~l:41~t:2582,Southern,Jaguars,SOU,Southern Jaguars,Southern,004B97,ffc82d,True,2210,https://a.espncdn.com/i/teamlogos/ncaa/500/2582.png,26,,,,,,,2020
0,401172614,s:40~l:41~e:401172614~c:401172614,2019-12-08T19:00Z,2880,True,False,False,False,[],2019-12-08T19:00Z,0,N/A,2159,Athletics-Recreation Center,Valparaiso,IN,5100,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2674,s:40~l:41~t:2674,Valparaiso,,VALP,Valparaiso,Valparaiso,794500,,True,2159,https://a.espncdn.com/i/teamlogos/ncaa/500/2674.png,18,2117,s:40~l:41~t:2117,Central Michigan,Chippewas,CMU,Central Michigan Chippewas,Cent Michigan,6a0032,ffffff,True,2087,https://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,14,,,,,,,2020
0,401171957,s:40~l:41~e:401171957~c:401171957,2019-12-08T19:00Z,2161,True,False,False,False,[],2019-12-08T19:00Z,0,N/A,2148,George Bisacca Court at Alumni Hall,Fairfield,CT,2479,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2217,s:40~l:41~t:2217,Fairfield,Stags,FAIR,Fairfield Stags,Fairfield,000000,ebebeb,True,2148,https://a.espncdn.com/i/teamlogos/ncaa/500/2217.png,13,2729,s:40~l:41~t:2729,William & Mary,Tribe,W&M,William & Mary Tribe,William & Mary,103217,f6b220,True,2200,https://a.espncdn.com/i/teamlogos/ncaa/500/2729.png,10,,,,,,,2020
0,401171690,s:40~l:41~e:401171690~c:401171690,2019-12-08T19:00Z,3726,True,False,False,False,[],2019-12-08T19:00Z,0,N/A,1955,TD Arena,Charleston,SC,5100,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,232,s:40~l:41~t:232,Charleston,Cougars,COFC,Charleston Cougars,Charleston,9c8456,e4e2dd,True,1955,https://a.espncdn.com/i/teamlogos/ncaa/500/232.png,10,229,s:40~l:41~t:229,Coker,Cobras,COK,Coker Cobras,Coker,000000,,False,,,,,,,,,,2020
0,401170866,s:40~l:41~e:401170866~c:401170866,2019-12-08T19:00Z,548,True,False,False,False,[],2019-12-08T19:00Z,0,N/A,1929,Chase Arena,West Hartford,CT,3507,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,42,s:40~l:41~t:42,Hartford,Hawks,HART,Hartford Hawks,Hartford,d60008,000000,True,1929,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,1,2529,s:40~l:41~t:2529,Sacred Heart,Pioneers,SHU,Sacred Heart Pioneers,Sacred Heart,a40012,c29472,True,1916,https://a.espncdn.com/i/teamlogos/ncaa/500/2529.png,19,,,,,,,2020
0,401170169,s:40~l:41~e:401170169~c:401170169,2019-12-08T19:00Z,5056,True,False,False,False,[],2019-12-08T19:00Z,0,N/A,4486,Robins Center,Richmond,VA,7201,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,257,s:40~l:41~t:257,Richmond,Spiders,RICH,Richmond Spiders,Richmond,9e0712,b90b2e,True,4486,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,3,6,s:40~l:41~t:6,South Alabama,Jaguars,USA,South Alabama Jaguars,South Alabama,003E7E,,True,2193,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,27,,,,,,,2020
0,401169458,s:40~l:41~e:401169458~c:401169458,2019-12-08T19:00Z,7945,True,False,False,False,[],2019-12-08T19:00Z,0,N/A,1992,Gallagher-Iba Arena,Stillwater,OK,13611,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,197,s:40~l:41~t:197,Oklahoma State,Cowboys,OKST,Oklahoma State Cowboys,Oklahoma State,FF6500,ff9900,True,1992,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,8,2724,s:40~l:41~t:2724,Wichita State,Shockers,WICH,Wichita State Shockers,Wichita State,0d0a03,ffc41e,True,2086,https://a.espncdn.com/i/teamlogos/ncaa/500/2724.png,62,,,,,,,2020
0,401174946,s:40~l:41~e:401174946~c:401174946,2019-12-08T20:00Z,1470,True,False,False,False,[],2019-12-08T20:00Z,0,N/A,1993,Mabee Center,Tulsa,OK,10575,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,198,s:40~l:41~t:198,Oral Roberts,Golden Eagles,ORU,Oral Roberts Golden Eagles,Oral Roberts,002955,ccb48c,True,1993,https://a.espncdn.com/i/teamlogos/ncaa/500/198.png,49,535,s:40~l:41~t:535,Haskell,Jayhawks,HAS,Haskell Jayhawks,Haskell,000000,,False,,,,,,,,,,2020
0,401173692,s:40~l:41~e:401173692~c:401173692,2019-12-08T20:00Z,11925,True,False,True,False,[],2019-12-08T20:00Z,0,N/A,2111,Viejas Arena,San Diego,CA,12414,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,21,s:40~l:41~t:21,San Diego State,Aztecs,SDSU,San Diego State Aztecs,San Diego State,BF2C37,a8996e,True,2111,https://a.espncdn.com/i/teamlogos/ncaa/500/21.png,44,23,s:40~l:41~t:23,San José St,Spartans,SJSU,San José St Spartans,San José State,005893,fdba31,True,2192,https://a.espncdn.com/i/teamlogos/ncaa/500/23.png,44,44,Mountain West Conference,Mountain West,True,,,2020
0,401170408,s:40~l:41~e:401170408~c:401170408,2019-12-08T20:00Z,441,True,False,False,False,[],2019-12-08T20:00Z,0,N/A,5995,Flowers Hall,Florence,AL,3500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2453,s:40~l:41~t:2453,North Alabama,Lions,UNA,North Alabama Lions,North Alabama,663399,,True,5995,https://a.espncdn.com/i/teamlogos/ncaa/500/2453.png,46,3,s:40~l:41~t:3,Birmingham-Southern,Panthers,BSC,Birmingham-Southern Panthers,Birm-Southern,000000,,True,1954,https://a.espncdn.com/i/teamlogos/ncaa/500/3.png,,,,,,,,2020
0,401169648,s:40~l:41~e:401169648~c:401169648,2019-12-08T20:00Z,9136,True,True,False,False,"[{'type': 'event', 'headline': 'LONE STAR SHOWDOWN'}]",2019-12-08T20:00Z,0,N/A,6297,Dickies Arena,Fort Worth,TX,13300,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,251,s:40~l:41~t:251,Texas,Longhorns,TEX,Texas Longhorns,Texas,EE7524,f0f0f0,True,2195,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,8,245,s:40~l:41~t:245,Texas A&M,Aggies,TA&M,Texas A&M Aggies,Texas A&M,5C0025,ffffff,True,2114,https://a.espncdn.com/i/teamlogos/ncaa/500/245.png,23,,,,,,,2020
0,401175769,s:40~l:41~e:401175769~c:401175769,2019-12-08T21:00Z,300,True,False,False,False,[],2019-12-08T21:00Z,0,N/A,2064,Hytche Athletic Center,Princess Anne,MD,5500,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2379,s:40~l:41~t:2379,Maryland-Eastern Shore,Hawks,UMES,Maryland-Eastern Shore Hawks,MD-Eastern,5c2301,b5b7ba,True,2064,https://a.espncdn.com/i/teamlogos/ncaa/500/2379.png,16,109636,s:40~l:41~t:109636,Summit,Defenders,SUMM,Summit Defenders,Summit,,,False,,,,,,,,,,2020
0,401176182,s:40~l:41~e:401176182~c:401176182,2019-12-10T00:00Z,103,True,False,False,False,[],2019-12-10T00:00Z,0,N/A,2072,Davey L. Whitney Complex,Lorman,MS,7000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2016,s:40~l:41~t:2016,Alcorn State,Braves,ALCN,Alcorn State Braves,Alcorn State,4b0058,46166a,True,2072,https://a.espncdn.com/i/teamlogos/ncaa/500/2016.png,26,2892,s:40~l:41~t:2892,Rust,Rust,RUST,Rust,Rust,,,False,,,,,,,,,,2020
0,401170170,s:40~l:41~e:401170170~c:401170170,2019-12-10T00:00Z,1189,True,False,False,False,[],2019-12-10T00:00Z,0,N/A,6292,Kerr Fitness Center,Pittsburgh,PA,1000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2184,s:40~l:41~t:2184,Duquesne,Dukes,DUQ,Duquesne Dukes,Duquesne,002D62,b90b2e,True,1958,https://a.espncdn.com/i/teamlogos/ncaa/500/2184.png,3,171,s:40~l:41~t:171,Columbia,Lions,CLMB,Columbia Lions,Columbia,174785,004b85,True,2002,https://a.espncdn.com/i/teamlogos/ncaa/500/171.png,12,,,,,,,2020
0,401177955,s:40~l:41~e:401177955~c:401177955,2019-12-10T01:00Z,1601,True,False,False,False,[],2019-12-10T01:00Z,0,N/A,5432,Sanford Coyote Sports Center,Vermillion,SD,6000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,233,s:40~l:41~t:233,South Dakota,Coyotes,SDAK,South Dakota Coyotes,South Dakota,CD1241,f0f0f0,True,5432,https://a.espncdn.com/i/teamlogos/ncaa/500/233.png,49,2011,s:40~l:41~t:2011,Alabama State,Hornets,ALST,Alabama State Hornets,Alabama State,e9a900,0a0a0a,True,2204,https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png,26,,,,,,,2020
0,401166109,s:40~l:41~e:401166109~c:401166109,2019-12-10T01:00Z,10442,True,False,True,False,[],2019-12-10T01:00Z,0,N/A,363,Carver-Hawkeye Arena,Iowa City,IA,15000,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2294,s:40~l:41~t:2294,Iowa,Hawkeyes,IOWA,Iowa Hawkeyes,Iowa,000000,ffe100,True,363,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,7,135,s:40~l:41~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,981a31,True,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,7,Big Ten Conference,Big Ten,True,,,2020
0,401168245,s:40~l:41~e:401168245~c:401168245,2019-12-11T00:00Z,0,True,True,False,False,"[{'type': 'event', 'headline': 'JIMMY V CLASSIC'}]",2019-12-11T00:00Z,0,N/A,1830,Madison Square Garden,New York,NY,19812,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,97,s:40~l:41~t:97,Louisville,Cardinals,LOU,Louisville Cardinals,Louisville,ad000a,cccccc,True,2030,https://a.espncdn.com/i/teamlogos/ncaa/500/97.png,2,2641,s:40~l:41~t:2641,Texas Tech,Red Raiders,TTU,Texas Tech Red Raiders,Texas Tech,C80025,231f20,True,2047,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,8,,,,,,,2020
0,401169649,s:40~l:41~e:401169649~c:401169649,2019-12-11T01:00Z,16300,True,False,False,False,[],2019-12-11T01:00Z,0,N/A,2171,Allen Fieldhouse,Lawrence,KS,16300,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2305,s:40~l:41~t:2305,Kansas,Jayhawks,KU,Kansas Jayhawks,Kansas,0022B4,e8000d,True,2171,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,8,270,s:40~l:41~t:270,Milwaukee,Panthers,MILW,Milwaukee Panthers,Milwaukee,000000,ffc20e,True,1983,https://a.espncdn.com/i/teamlogos/ncaa/500/270.png,45,,,,,,,2020
0,401166110,s:40~l:41~e:401166110~c:401166110,2019-12-11T00:00Z,8643,True,False,True,False,[],2019-12-11T00:00Z,0,N/A,1942,Bryce Jordan Center,University Park,PA,15261,True,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,213,s:40~l:41~t:213,Penn State,Nittany Lions,PSU,Penn State Nittany Lions,Penn State,00265D,002e5c,True,1942,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,7,120,s:40~l:41~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,ffcd00,True,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,7,7,Big Ten Conference,Big Ten,True,,,2020
